"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"RW","Sam Reinhart",4500,"Buf@NYI 07:30PM ET",2.490,"Buf"
"C","Leon Draisaitl",4500,"Edm@Van 10:00PM ET",2.732,"Edm"
"D","Trevor Daley",4400,"Pit@Phi 03:00PM ET",2.031,"Pit"
"RW","Pierre-Alexandre Parenteau",4400,"Tor@NJ 07:00PM ET",2.478,"Tor"
"RW","Thomas Vanek",4400,"Cgy@Min 07:00PM ET",2.388,"Min"
"D","Dion Phaneuf",4400,"Ott@Bos 12:30PM ET",2.520,"Ott"
"LW","Matt Beleskey",4400,"Ott@Bos 12:30PM ET",2.437,"Bos"
"D","Tyler Myers",4400,"Wpg@LA 10:00PM ET",2.297,"Wpg"
"C","Tyler Bozak",4400,"Tor@NJ 07:00PM ET",2.547,"Tor"
"D","Travis Hamonic",4400,"Buf@NYI 07:30PM ET",2.507,"NYI"
"D","David Savard",4400,"Chi@Cls 07:00PM ET",2.667,"Cls"
"LW","Gustav Nyquist",4400,"Det@NYR 12:30PM ET",2.377,"Det"
"C","Sean Couturier",4400,"Pit@Phi 03:00PM ET",2.570,"Phi"
"C","Victor Rask",4400,"Car@Fla 07:00PM ET",2.696,"Car"
"LW","Alex Killorn",4400,"TB@Mon 07:00PM ET",2.265,"TB"
"D","Jacob Trouba",4400,"Wpg@LA 10:00PM ET",2.512,"Wpg"
"LW","Andre Burakovsky",4400,"Was@StL 08:00PM ET",2.141,"Was"
"RW","Radim Vrbata",4300,"Edm@Van 10:00PM ET",2.568,"Van"
"D","Brooks Orpik",4300,"Was@StL 08:00PM ET",2.048,"Was"
"C","Martin Hanzal",4300,"Ari@SJ 10:30PM ET",2.654,"Ari"
"RW","Troy Brouwer",4300,"Was@StL 08:00PM ET",2.375,"StL"
"C","Jordan Staal",4300,"Car@Fla 07:00PM ET",2.475,"Car"
"C","Mikael Backlund",4300,"Cgy@Min 07:00PM ET",2.735,"Cgy"
"D","Ryan Ellis",4300,"Nsh@Dal 08:00PM ET",2.449,"Nsh"
"C","Adam Henrique",4300,"Tor@NJ 07:00PM ET",2.811,"NJ"
"D","Mattias Ekholm",4300,"Nsh@Dal 08:00PM ET",2.321,"Nsh"
"D","Hampus Lindholm",4300,"Anh@Col 05:30PM ET",2.487,"Anh"
"D","Matt Dumba",4300,"Cgy@Min 07:00PM ET",2.037,"Min"
"LW","Nikolaj Ehlers",4300,"Wpg@LA 10:00PM ET",2.327,"Wpg"
"RW","Drew Stafford",4200,"Wpg@LA 10:00PM ET",2.604,"Wpg"
"RW","Michael Frolik",4200,"Cgy@Min 07:00PM ET",2.811,"Cgy"
"RW","Jannik Hansen",4200,"Edm@Van 10:00PM ET",2.377,"Van"
"C","Brandon Sutter",4200,"Edm@Van 10:00PM ET",2.341,"Van"
"C","Marcus Johansson",4200,"Was@StL 08:00PM ET",2.527,"Was"
"C","Nick Bonino",4200,"Pit@Phi 03:00PM ET",2.273,"Pit"
"RW","Mikael Granlund",4200,"Cgy@Min 07:00PM ET",2.574,"Min"
"C","Jean-Gabriel Pageau",4200,"Ott@Bos 12:30PM ET",2.488,"Ott"
"RW","Andrew Shaw",4200,"Chi@Cls 07:00PM ET",2.113,"Chi"
"C","Erik Haula",4200,"Cgy@Min 07:00PM ET",2.044,"Min"
"C","Elias Lindholm",4200,"Car@Fla 07:00PM ET",2.370,"Car"
"RW","Ales Hemsky",4100,"Nsh@Dal 08:00PM ET",2.446,"Dal"
"D","Kevin Klein",4100,"Det@NYR 12:30PM ET",2.340,"NYR"
"LW","Zack Smith",4100,"Ott@Bos 12:30PM ET",2.100,"Ott"
"D","Michael Del Zotto",4100,"Pit@Phi 03:00PM ET",2.519,"Phi"
"RW","Tyler Ennis",4100,"Buf@NYI 07:30PM ET",2.061,"Buf"
"D","Calvin de Haan",4100,"Buf@NYI 07:30PM ET",2.390,"NYI"
"D","Cody Ceci",4100,"Ott@Bos 12:30PM ET",2.473,"Ott"
"D","Jaccob Slavin",4100,"Car@Fla 07:00PM ET",2.326,"Car"
"C","William Nylander",4100,"Tor@NJ 07:00PM ET",2.643,"Tor"
"RW","Nikita Soshnikov",4100,"Tor@NJ 07:00PM ET",1.865,"Tor"
"D","Brian Campbell",4000,"Car@Fla 07:00PM ET",1.951,"Fla"
"LW","Scott Hartnell",4000,"Chi@Cls 07:00PM ET",2.643,"Cls"
"RW","Jiri Hudler",4000,"Car@Fla 07:00PM ET",2.192,"Fla"
"D","Niklas Kronwall",4000,"Det@NYR 12:30PM ET",1.953,"Det"
"RW","Lee Stempniak",4000,"Ott@Bos 12:30PM ET",2.614,"Bos"
"RW","Joel Ward",4000,"Ari@SJ 10:30PM ET",2.628,"SJ"
"D","Jake Gardiner",4000,"Tor@NJ 07:00PM ET",2.109,"Tor"
"C","Cody Eakin",4000,"Nsh@Dal 08:00PM ET",2.204,"Dal"
"D","Jeff Petry",4000,"TB@Mon 07:00PM ET",2.368,"Mon"
"C","Ryan Spooner",4000,"Ott@Bos 12:30PM ET",2.533,"Bos"
"LW","Brandon Pirri",4000,"Anh@Col 05:30PM ET",2.215,"Anh"
"D","Oscar Klefbom",4000,"Edm@Van 10:00PM ET",2.677,"Edm"
"RW","Nail Yakupov",4000,"Edm@Van 10:00PM ET",2.093,"Edm"
"D","Ryan Murray",4000,"Chi@Cls 07:00PM ET",2.238,"Cls"
"LW","Robby Fabbri",4000,"Was@StL 08:00PM ET",2.054,"StL"
"RW","David Pastrnak",4000,"Ott@Bos 12:30PM ET",2.287,"Bos"
"RW","Brian Gionta",3900,"Buf@NYI 07:30PM ET",2.221,"Buf"
"RW","Patrick Eaves",3900,"Nsh@Dal 08:00PM ET",1.710,"Dal"
"D","Dennis Wideman",3900,"Cgy@Min 07:00PM ET",2.231,"Cgy"
"LW","Nick Foligno",3900,"Chi@Cls 07:00PM ET",2.473,"Cls"
"D","Karl Alzner",3900,"Was@StL 08:00PM ET",2.300,"Was"
"LW","Patrick Maroon",3900,"Edm@Van 10:00PM ET",1.639,"Edm"
"LW","Mathieu Perreault",3900,"Wpg@LA 10:00PM ET",2.231,"Wpg"
"C","Jori Lehtera",3900,"Was@StL 08:00PM ET",1.661,"StL"
"C","Brock Nelson",3900,"Buf@NYI 07:30PM ET",2.696,"NYI"
"LW","Joonas Donskoi",3900,"Ari@SJ 10:30PM ET",2.064,"SJ"
"RW","Leo Komarov",3900,"Tor@NJ 07:00PM ET",2.218,"Tor"
"D","Olli Maatta",3900,"Pit@Phi 03:00PM ET",1.813,"Pit"
"D","Dan Boyle",3800,"Det@NYR 12:30PM ET",2.043,"NYR"
"C","Mike Ribeiro",3800,"Nsh@Dal 08:00PM ET",1.914,"Nsh"
"C","Mike Fisher",3800,"Nsh@Dal 08:00PM ET",2.086,"Nsh"
"D","Jay Bouwmeester",3800,"Was@StL 08:00PM ET",2.056,"StL"
"LW","Johan Franzen",3800,"Det@NYR 12:30PM ET",1.750,"Det"
"C","Patrik Berglund",3800,"Was@StL 08:00PM ET",2.168,"StL"
"LW","Teddy Purcell",3800,"Car@Fla 07:00PM ET",2.278,"Fla"
"D","Niklas Hjalmarsson",3800,"Chi@Cls 07:00PM ET",2.062,"Chi"
"D","Jason Demers",3800,"Nsh@Dal 08:00PM ET",2.030,"Dal"
"LW","Jason Zucker",3800,"Cgy@Min 07:00PM ET",2.197,"Min"
"D","Connor Murphy",3800,"Ari@SJ 10:30PM ET",2.026,"Ari"
"LW","Tobias Rieder",3800,"Ari@SJ 10:30PM ET",2.531,"Ari"
"C","Teuvo Teravainen",3800,"Chi@Cls 07:00PM ET",2.120,"Chi"
"D","Justin Schultz",3800,"Pit@Phi 03:00PM ET",1.857,"Pit"
"C","Matt Cullen",3700,"Pit@Phi 03:00PM ET",2.031,"Pit"
"D","John-Michael Liles",3700,"Ott@Bos 12:30PM ET",2.068,"Bos"
"LW","Clarke MacArthur",3700,"Ott@Bos 12:30PM ET",0.500,"Ott"
"D","Ben Hutton",3700,"Edm@Van 10:00PM ET",1.993,"Van"
"C","Bo Horvat",3700,"Edm@Van 10:00PM ET",2.451,"Van"
"RW","Sven Andrighetto",3700,"TB@Mon 07:00PM ET",1.810,"Mon"
"RW","Anthony Duclair",3700,"Ari@SJ 10:30PM ET",2.190,"Ari"
"C","Sam Bennett",3700,"Cgy@Min 07:00PM ET",2.253,"Cgy"
"D","Noah Hanifin",3700,"Car@Fla 07:00PM ET",1.862,"Car"
"D","Ron Hainsey",3600,"Car@Fla 07:00PM ET",2.138,"Car"
"C","Antoine Vermette",3600,"Ari@SJ 10:30PM ET",2.408,"Ari"
"RW","Dustin Brown",3600,"Wpg@LA 10:00PM ET",2.253,"LA"
"C","Travis Zajac",3600,"Tor@NJ 07:00PM ET",2.360,"NJ"
"D","Kevin Bieksa",3600,"Anh@Col 05:30PM ET",1.979,"Anh"
"D","David Schlemko",3600,"Tor@NJ 07:00PM ET",1.890,"NJ"
"RW","Joe Colborne",3600,"Cgy@Min 07:00PM ET",2.351,"Cgy"
"D","Marco Scandella",3600,"Cgy@Min 07:00PM ET",2.162,"Min"
"D","Dmitry Kulikov",3600,"Car@Fla 07:00PM ET",1.851,"Fla"
"D","Justin Braun",3600,"Ari@SJ 10:30PM ET",2.241,"SJ"
"D","Christopher Tanev",3600,"Edm@Van 10:00PM ET",2.007,"Van"
"C","Kevin Hayes",3600,"Det@NYR 12:30PM ET",1.994,"NYR"
"RW","Devante Smith-Pelly",3600,"Tor@NJ 07:00PM ET",1.717,"NJ"
"LW","Calle Jarnkrok",3600,"Nsh@Dal 08:00PM ET",1.838,"Nsh"
"D","Dmitry Orlov",3600,"Was@StL 08:00PM ET",1.706,"Was"
"RW","Ryan Strome",3600,"Buf@NYI 07:30PM ET",1.964,"NYI"
"LW","Tanner Pearson",3600,"Wpg@LA 10:00PM ET",2.160,"LA"
"RW","Valeri Nichushkin",3600,"Nsh@Dal 08:00PM ET",1.899,"Dal"
"C","Alexander Wennberg",3600,"Chi@Cls 07:00PM ET",2.207,"Cls"
"D","Jordan Oesterle",3600,"Edm@Van 10:00PM ET",2.125,"Edm"
"LW","Jason Chimera",3500,"Was@StL 08:00PM ET",2.319,"Was"
"LW","Joffrey Lupul",3500,"Tor@NJ 07:00PM ET",2.068,"Tor"
"D","Jack Johnson",3500,"Chi@Cls 07:00PM ET",2.098,"Cls"
"LW","Blake Comeau",3500,"Anh@Col 05:30PM ET",2.165,"Col"
"RW","Kris Versteeg",3500,"Wpg@LA 10:00PM ET",2.365,"LA"
"D","Dan Girardi",3500,"Det@NYR 12:30PM ET",2.190,"NYR"
"C","David Desharnais",3500,"TB@Mon 07:00PM ET",1.969,"Mon"
"LW","Sven Baertschi",3500,"Edm@Van 10:00PM ET",1.986,"Van"
"C","Vladislav Namestnikov",3500,"TB@Mon 07:00PM ET",1.938,"TB"
"LW","Reid Boucher",3500,"Tor@NJ 07:00PM ET",2.313,"NJ"
"LW","Michael Raffl",3500,"Pit@Phi 03:00PM ET",1.881,"Phi"
"D","Trevor van Riemsdyk",3500,"Chi@Cls 07:00PM ET",1.870,"Chi"
"LW","Frank Vatrano",3500,"Ott@Bos 12:30PM ET",2.333,"Bos"
"RW","Brad Richards",3400,"Det@NYR 12:30PM ET",2.194,"Det"
"LW","Andrew Cogliano",3400,"Anh@Col 05:30PM ET",1.850,"Anh"
"RW","Chris Stewart",3400,"Anh@Col 05:30PM ET",1.593,"Anh"
"D","Johnny Oduya",3400,"Nsh@Dal 08:00PM ET",2.012,"Dal"
"D","Andrew MacDonald",3400,"Pit@Phi 03:00PM ET",2.179,"Phi"
"D","Thomas Hickey",3400,"Buf@NYI 07:30PM ET",1.861,"NYI"
"LW","Lars Eller",3400,"TB@Mon 07:00PM ET",1.946,"Mon"
"RW","Peter Holland",3400,"Tor@NJ 07:00PM ET",1.897,"Tor"
"RW","Mark Arcobello",3400,"Tor@NJ 07:00PM ET",1.619,"Tor"
"RW","Jonathan Marchessault",3400,"TB@Mon 07:00PM ET",1.615,"TB"
"LW","Phillip Di Giuseppe",3400,"Car@Fla 07:00PM ET",2.036,"Car"
"LW","Marko Dano",3400,"Wpg@LA 10:00PM ET",1.625,"Wpg"
"RW","Oliver Bjorkstrand",3400,"Chi@Cls 07:00PM ET",2.864,"Cls"
"RW","Viktor Arvidsson",3400,"Nsh@Dal 08:00PM ET",2.196,"Nsh"
"LW","Alex Tanguay",3300,"Ari@SJ 10:30PM ET",1.871,"Ari"
"D","Michal Rozsival",3300,"Chi@Cls 07:00PM ET",1.429,"Chi"
"D","Nick Schultz",3300,"Pit@Phi 03:00PM ET",1.785,"Phi"
"LW","Milan Michalek",3300,"Tor@NJ 07:00PM ET",1.724,"Tor"
"LW","Shawn Matthias",3300,"Anh@Col 05:30PM ET",1.897,"Col"
"RW","Dale Weise",3300,"Chi@Cls 07:00PM ET",2.143,"Chi"
"D","Brandon Davidson",3300,"Edm@Van 10:00PM ET",1.713,"Edm"
"RW","Andrej Nestrasil",3300,"Car@Fla 07:00PM ET",1.966,"Car"
"RW","Mikhail Grigorenko",3300,"Anh@Col 05:30PM ET",1.572,"Col"
"D","Darnell Nurse",3300,"Edm@Van 10:00PM ET",1.904,"Edm"
"RW","Anthony Mantha",3300,"Det@NYR 12:30PM ET",1.682,"Det"
"LW","Mattias Janmark",3300,"Nsh@Dal 08:00PM ET",1.847,"Dal"
"D","Joel Hanley",3300,"TB@Mon 07:00PM ET",2.722,"Mon"
"LW","Patrik Elias",3200,"Tor@NJ 07:00PM ET",1.367,"NJ"
"C","Vincent Lecavalier",3200,"Wpg@LA 10:00PM ET",1.543,"LA"
"D","Dennis Seidenberg",3200,"Ott@Bos 12:30PM ET",1.844,"Bos"
"LW","Tomas Fleischmann",3200,"Chi@Cls 07:00PM ET",1.734,"Chi"
"D","Dan Hamhuis",3200,"Edm@Van 10:00PM ET",1.716,"Van"
"D","Kyle Quincey",3200,"Det@NYR 12:30PM ET",1.891,"Det"
"D","Roman Polak",3200,"Ari@SJ 10:30PM ET",1.899,"SJ"
"D","Toby Enstrom",3200,"Wpg@LA 10:00PM ET",1.354,"Wpg"
"RW","Sam Gagner",3200,"Pit@Phi 03:00PM ET",1.542,"Phi"
"D","Nick Holden",3200,"Anh@Col 05:30PM ET",1.901,"Col"
"D","Ben Lovejoy",3200,"Pit@Phi 03:00PM ET",1.750,"Pit"
"D","Jason Garrison",3200,"TB@Mon 07:00PM ET",1.789,"TB"
"D","Kevin Connauton",3200,"Ari@SJ 10:30PM ET",1.806,"Ari"
"RW","Brett Connolly",3200,"Ott@Bos 12:30PM ET",1.638,"Bos"
"C","Johan Larsson",3200,"Buf@NYI 07:30PM ET",1.390,"Buf"
"C","Zach Hyman",3200,"Tor@NJ 07:00PM ET",2.406,"Tor"
"RW","Jesper Fast",3200,"Det@NYR 12:30PM ET",1.699,"NYR"
"LW","Matt Read",3200,"Pit@Phi 03:00PM ET",1.962,"Phi"
"LW","Antoine Roussel",3200,"Nsh@Dal 08:00PM ET",1.944,"Dal"
"D","Kevan Miller",3200,"Ott@Bos 12:30PM ET",1.818,"Bos"
"D","Alexei Emelin",3200,"TB@Mon 07:00PM ET",1.493,"Mon"
"D","Nathan Beaulieu",3200,"TB@Mon 07:00PM ET",1.813,"Mon"
"D","Colin Miller",3200,"Ott@Bos 12:30PM ET",1.822,"Bos"
"D","Christian Ehrhoff",3100,"Chi@Cls 07:00PM ET",1.482,"Chi"
"C","Valtteri Filppula",3100,"TB@Mon 07:00PM ET",1.678,"TB"
"D","Cody Franson",3100,"Buf@NYI 07:30PM ET",1.623,"Buf"
"LW","Darren Helm",3100,"Det@NYR 12:30PM ET",2.071,"Det"
"LW","Josh Bailey",3100,"Buf@NYI 07:30PM ET",1.765,"NYI"
"LW","Marcus Foligno",3100,"Buf@NYI 07:30PM ET",1.558,"Buf"
"LW","Colin Greening",3100,"Tor@NJ 07:00PM ET",2.367,"Tor"
"D","Mark Barberio",3100,"TB@Mon 07:00PM ET",1.343,"Mon"
"C","Riley Sheahan",3100,"Det@NYR 12:30PM ET",1.803,"Det"
"LW","Joakim Nordstrom",3100,"Car@Fla 07:00PM ET",1.597,"Car"
"C","Radek Faksa",3100,"Nsh@Dal 08:00PM ET",1.784,"Dal"
"D","Erik Gustafsson",3100,"Chi@Cls 07:00PM ET",1.574,"Chi"
"LW","Jonathan Drouin",3100,"TB@Mon 07:00PM ET",1.196,"TB"
"C","Brad Richardson",3000,"Ari@SJ 10:30PM ET",1.944,"Ari"
"D","Andy Greene",3000,"Tor@NJ 07:00PM ET",1.704,"NJ"
"LW","Tyler Kennedy",3000,"Tor@NJ 07:00PM ET",1.380,"NJ"
"C","Mikhail Grabovski",3000,"Buf@NYI 07:30PM ET",1.861,"NYI"
"RW","Michael Grabner",3000,"Tor@NJ 07:00PM ET",1.631,"Tor"
"D","Matt Hunwick",3000,"Tor@NJ 07:00PM ET",1.440,"Tor"
"D","Luke Schenn",3000,"Wpg@LA 10:00PM ET",1.689,"LA"
"RW","Tommy Wingels",3000,"Ari@SJ 10:30PM ET",1.873,"SJ"
"RW","Jimmy Hayes",3000,"Ott@Bos 12:30PM ET",1.840,"Bos"
"C","Alex Burmistrov",3000,"Wpg@LA 10:00PM ET",1.438,"Wpg"
"LW","Tom Kuhnhackl",3000,"Pit@Phi 03:00PM ET",1.878,"Pit"
"D","Dalton Prout",3000,"Chi@Cls 07:00PM ET",1.336,"Cls"
"D","Adam Larsson",3000,"Tor@NJ 07:00PM ET",1.759,"NJ"
"LW","Josh Leivo",3000,"Tor@NJ 07:00PM ET",1.893,"Tor"
"D","Nikita Nesterov",3000,"TB@Mon 07:00PM ET",1.024,"TB"
"D","Danny DeKeyser",3000,"Det@NYR 12:30PM ET",1.786,"Det"
"RW","Brad Boyes",2900,"Tor@NJ 07:00PM ET",1.407,"Tor"
"RW","Eric Fehr",2900,"Pit@Phi 03:00PM ET",1.796,"Pit"
"C","Brian Boyle",2900,"TB@Mon 07:00PM ET",1.737,"TB"
"D","Deryk Engelland",2900,"Cgy@Min 07:00PM ET",1.625,"Cgy"
"D","Marc Staal",2900,"Det@NYR 12:30PM ET",1.544,"NYR"
"C","Mark Letestu",2900,"Edm@Van 10:00PM ET",1.617,"Edm"
"D","Ian Cole",2900,"Pit@Phi 03:00PM ET",1.566,"Pit"
"RW","Chris Terry",2900,"Car@Fla 07:00PM ET",1.136,"Car"
"LW","Colton Sceviour",2900,"Nsh@Dal 08:00PM ET",1.993,"Dal"
"D","Simon Despres",2900,"Anh@Col 05:30PM ET",1.697,"Anh"
"RW","Richard Panik",2900,"Chi@Cls 07:00PM ET",1.484,"Chi"
"C","Oscar Lindberg",2900,"Det@NYR 12:30PM ET",1.865,"NYR"
"RW","Bryan Rust",2900,"Pit@Phi 03:00PM ET",1.663,"Pit"
"RW","Iiro Pakarinen",2900,"Edm@Van 10:00PM ET",1.167,"Edm"
"LW","Scott Wilson",2900,"Pit@Phi 03:00PM ET",1.362,"Pit"
"D","Greg Pateryn",2900,"TB@Mon 07:00PM ET",1.027,"Mon"
"RW","J.T. Brown",2900,"TB@Mon 07:00PM ET",1.833,"TB"
"D","Derrick Pouliot",2900,"Pit@Phi 03:00PM ET",1.296,"Pit"
"D","Damon Severson",2900,"Tor@NJ 07:00PM ET",1.473,"NJ"
"LW","Brendan Leipsic",2900,"Tor@NJ 07:00PM ET",2.214,"Tor"
"LW","Andreas Athanasiou",2900,"Det@NYR 12:30PM ET",1.908,"Det"
"D","Connor Carrick",2900,"Tor@NJ 07:00PM ET",1.364,"Tor"
"RW","Hunter Shinkaruk",2900,"Cgy@Min 07:00PM ET",1.813,"Cgy"
"D","Marek Zidlicky",2800,"Buf@NYI 07:30PM ET",1.595,"NYI"
"C","Dave Bolland",2800,"Car@Fla 07:00PM ET",0.582,"Fla"
"D","Adam McQuaid",2800,"Ott@Bos 12:30PM ET",1.587,"Bos"
"RW","Alexandre Burrows",2800,"Edm@Van 10:00PM ET",1.720,"Van"
"D","Adam Pardy",2800,"Edm@Van 10:00PM ET",0.745,"Edm"
"C","Torrey Mitchell",2800,"TB@Mon 07:00PM ET",1.486,"Mon"
"RW","Riley Nash",2800,"Car@Fla 07:00PM ET",1.539,"Car"
"D","Jordie Benn",2800,"Nsh@Dal 08:00PM ET",1.507,"Dal"
"RW","Zack Kassian",2800,"Edm@Van 10:00PM ET",1.186,"Edm"
"D","John Moore",2800,"Tor@NJ 07:00PM ET",1.743,"NJ"
"C","Casey Cizikas",2800,"Buf@NYI 07:30PM ET",1.744,"NYI"
"LW","Matt Calvert",2800,"Chi@Cls 07:00PM ET",1.831,"Cls"
"D","Ben Chiarot",2800,"Wpg@LA 10:00PM ET",1.390,"Wpg"
"RW","Beau Bennett",2800,"Pit@Phi 03:00PM ET",1.735,"Pit"
"RW","Emerson Etem",2800,"Edm@Van 10:00PM ET",1.633,"Van"
"LW","Lance Bouma",2800,"Cgy@Min 07:00PM ET",1.380,"Cgy"
"D","Alex Petrovic",2800,"Car@Fla 07:00PM ET",1.443,"Fla"
"LW","Micheal Ferland",2800,"Cgy@Min 07:00PM ET",1.528,"Cgy"
"D","Zach Trotman",2800,"Ott@Bos 12:30PM ET",1.356,"Bos"
"D","Mark Fayne",2800,"Edm@Van 10:00PM ET",1.352,"Edm"
"D","Jonas Brodin",2800,"Cgy@Min 07:00PM ET",1.449,"Min"
"RW","Joel Armia",2800,"Wpg@LA 10:00PM ET",1.132,"Wpg"
"D","Adam Clendening",2800,"Edm@Van 10:00PM ET",1.163,"Edm"
"LW","Matt Nieto",2800,"Ari@SJ 10:30PM ET",1.486,"SJ"
"D","Mike Reilly",2800,"Cgy@Min 07:00PM ET",1.250,"Min"
"D","Darren Dietz",2800,"TB@Mon 07:00PM ET",2.000,"Mon"
"D","Josh Manson",2800,"Anh@Col 05:30PM ET",1.594,"Anh"
"D","Nate Schmidt",2800,"Was@StL 08:00PM ET",1.760,"Was"
"RW","Jake Virtanen",2800,"Edm@Van 10:00PM ET",1.579,"Van"
"D","Jakub Nakladal",2800,"Cgy@Min 07:00PM ET",1.483,"Cgy"
"LW","Raffi Torres",2700,"Tor@NJ 07:00PM ET",0,"Tor"
"LW","Chris Higgins",2700,"Edm@Van 10:00PM ET",1.292,"Van"
"D","Zbynek Michalek",2700,"Ari@SJ 10:30PM ET",1.521,"Ari"
"D","Paul Martin",2700,"Ari@SJ 10:30PM ET",1.613,"SJ"
"D","Tom Gilbert",2700,"TB@Mon 07:00PM ET",1.447,"Mon"
"LW","Brooks Laich",2700,"Tor@NJ 07:00PM ET",1.171,"Tor"
"D","Josh Gorges",2700,"Buf@NYI 07:30PM ET",1.734,"Buf"
"C","Nate Thompson",2700,"Anh@Col 05:30PM ET",1.122,"Anh"
"RW","Matt Moulson",2700,"Buf@NYI 07:30PM ET",1.376,"Buf"
"RW","Ryan White",2700,"Pit@Phi 03:00PM ET",1.563,"Phi"
"C","Jay Beagle",2700,"Was@StL 08:00PM ET",1.607,"Was"
"RW","Matt Halischuk",2700,"Wpg@LA 10:00PM ET",0.939,"Wpg"
"LW","Colin Wilson",2700,"Nsh@Dal 08:00PM ET",1.795,"Nsh"
"D","Justin Falk",2700,"Chi@Cls 07:00PM ET",1.222,"Cls"
"D","Paul Postma",2700,"Wpg@LA 10:00PM ET",0.500,"Wpg"
"RW","Viktor Stalberg",2700,"Det@NYR 12:30PM ET",1.662,"NYR"
"C","Jordan Schroeder",2700,"Cgy@Min 07:00PM ET",1.050,"Min"
"RW","Erik Condra",2700,"TB@Mon 07:00PM ET",0.949,"TB"
"D","Robert Bortuzzo",2700,"Was@StL 08:00PM ET",1.071,"StL"
"D","Steven Kampfer",2700,"Car@Fla 07:00PM ET",1.111,"Fla"
"RW","Gabriel Bourque",2700,"Nsh@Dal 08:00PM ET",1.300,"Nsh"
"RW","Ben Smith",2700,"Tor@NJ 07:00PM ET",0.924,"Tor"
"D","David Warsofsky",2700,"Tor@NJ 07:00PM ET",1.106,"NJ"
"D","Patrik Nemeth",2700,"Nsh@Dal 08:00PM ET",1.106,"Dal"
"D","Stephen Johns",2700,"Nsh@Dal 08:00PM ET",1.731,"Dal"
